,id,x_pos,y_pos,x_yaw,y_yaw
433,424,16.721613160302233,17.24877434964381,-0.9999956584960586,-0.0029466912010107
435,90,6.661697607528302,11.042756057553554,-0.768892314670233,0.6393782983813663
436,5,6.214256549188642,-21.640159672764533,-0.9998942000833908,-0.0145460867451051
439,615,-13.632738730808988,34.159666919258726,0.9999999976895,6.797793904488801e-05
440,8,-8.826235120068025,29.582382079220714,-0.4722319579309381,0.8814743206178571
441,7,-18.05165615618444,7.229371443280263,-0.9992152637066126,-0.0396087966962475
442,4,34.83636218107136,13.569055222636512,-0.979437182460541,-0.2017493633540312
443,2,37.99911818077557,2.609036433980293,0.8545867823287164,-0.5193086090842814
444,1,-24.38323724900828,9.49467703176755,-0.0322832797697133,0.9994787590776056
445,11,-24.79905788215433,5.322148957865597,-0.3391323347252676,0.9407386776059486
446,6,25.968985609639127,0.3553916688336725,0.981957532420368,0.1891015719736405
447,10,44.33098201245984,-0.254986205366611,-0.9998676305215984,0.0162702622942633
448,18,-11.965705044523869,0.3887474563497745,-0.9791261149102902,-0.2032536619613065
449,14,6.038007234410897,16.135634056812187,-0.990065478698786,0.1406070691286303
450,12,38.53617880393547,7.898833279059044,0.9983091234136356,0.058128255686012
451,21,-6.570328088719098,35.83675242350188,-0.9147978615591938,0.4039119613068249
452,3,8.70087743978947,-13.39587552266656,0.6681461135384058,0.7440300874047525
454,90,6.503318616555861,11.182189794146383,-0.7612700458502317,0.6484349753762408
457,8,-8.85205632145597,29.736706777093985,-0.3060509042230931,0.9520151490518556
458,1,-24.37396271859856,9.680026805838434,-0.1984202495348598,0.9801170361617656
459,615,-13.58683991570545,34.185472153984946,0.9999998288042576,0.0005851422522099
460,7,-18.20343161009105,7.195480329225875,-0.9982163621595632,-0.0597000361551626
461,4,34.66619476288374,13.538457374594625,-0.9799766913387444,-0.199112240790885
462,11,-24.83260890342377,5.487353519401823,-0.3981945866894695,0.917300970854824
463,2,38.149391364939326,2.542738705034976,0.861292340455613,-0.5081097364472486
464,6,26.108437961105665,0.3856136408855101,0.9814712899693028,0.1916092559507304
465,10,44.149559366762375,-0.2491752372109588,-0.9998392631732456,0.017928965870385
466,18,-12.13664910320674,0.3502117763236104,-0.9786830967517371,-0.2053762306899945
467,14,5.84071128330437,16.214366158891714,-0.9852611321416328,0.1710570123993402
468,12,38.67116607861187,7.897890871541193,0.9986417813322154,0.0521017521549883
469,21,-6.632865134016184,35.97578737784192,-0.8825606840919061,0.4701985100946479
470,9,-47.54450903446268,8.453225217175678,0.9416034936610648,0.3367237157155363
471,3,8.71807860316288,-13.264190640563582,0.6033413296671811,0.7974830655979084
475,90,6.348151836826066,11.29266121057765,-0.767721531700714,0.6407836216408075
476,615,-13.515783900973188,34.219811691617025,0.9999959640511786,0.0028411056569269
477,1,-24.36970067810153,9.875760016666572,-0.305723465764126,0.95212035083868
478,2,38.29444318660303,2.480086874283004,0.8670960909464995,-0.4981409128603068
479,8,-8.873786802402226,29.92867622285405,-0.1294139926593567,0.991590650673938
480,7,-18.346861597094247,7.1715640007112,-0.997578750770762,-0.0695459273476605
481,18,-12.306607744340477,0.3149882719939465,-0.9787187831825976,-0.2052060999229203
482,11,-24.848276094535617,5.660909979264714,-0.4012000011226205,0.9159904798081744
483,4,34.50295188617844,13.508311024138768,-0.9803228823019716,-0.1974007255183087
484,6,26.239862499245376,0.4168862985347806,0.9807665862576376,0.1951842803110426
485,10,43.97587353285606,-0.2489239049122135,-0.9998651699450916,0.0164207774076961
486,12,38.80377739776331,7.899667235024571,0.9988067941543952,0.0488363384276427
487,14,5.677437309540613,16.257380446137887,-0.9841894608927014,0.1771189009330559
488,21,-6.680939284836663,36.15389153849905,-0.8283800043101129,0.5601665542132779
490,9,-47.478312776820175,8.56234176385465,0.910897943277386,0.4126317207062834
491,3,8.805368306901645,-13.190193703577176,0.6144156034938495,0.7889825512540114
493,5,5.664155491322592,-21.684026082407595,-0.9994340915596394,-0.0336377262661797
496,615,-13.446014628736757,34.247010340214864,0.9999697589073212,0.0077769705434786
497,9,-47.39612732463321,8.582857808633563,0.9165676132490664,0.3998797448520113
498,90,6.1909310205285335,11.414833796226192,-0.7695990754660429,0.6385274176116575
499,8,-8.886622257238773,30.120099816472283,-0.0045490397878296,0.9999896530649748
500,7,-18.488592122633797,7.142008535488791,-0.9966975139051432,-0.0812038532048005
501,11,-24.859769582507976,5.834641468876203,-0.3773484724809482,0.9260713419150248
